GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
136725,1953,4.61E+64,Sunnyvale,INTUITIVE SURGICAL INC,Health Care Equipment,CA,28605,David,David C. Colby,Colby,C.,MALE,Mr.,63,"former executive vp, chief finance officer & vice chairman",11/22/1953,,675,11,22,,,,1,1,1,1,,,0
145046,1953,3675210,Indianapolis,ANTHEM INC,Managed Health Care,IN,2059,Robert,Robert D. Trabucco,Trabucco,D.,MALE,Mr.,62,"Chief Financial Officer of US Division, Executive Vice President of",11/23/1953,Sagittarius,2800,11,23,,,,1,1,1,1,,,0
15520,1953,G8127610,Hamilton,SIGNET JEWELERS LTD,Specialty Stores,Be,44660,James,James A. Hixon,Hixon,A.,MALE,Mr.,62,Chief Legal Officer and Executive Vice President of Law & Corporate,11/30/1953,sagittarius,1408,11,30,,,,1,1,1,1,,,0
7923,1953,65584410,Norfolk,NORFOLK SOUTHERN CORP,Railroads,VA,23138,Ellen,Ellen C. Wolf,Wolf,C.,FEMA,Ms.,62,"Chief Financial Officer, Principal Accounting Officer and Senior Vic",12/12/1953,Sagittarius,869,12,12,,,,1,1,1,1,,,0
179437,1953,3042010,Voorhees,AMERICAN WATER WORKS CO INC,Water Utilities,NJ,19065,David,David A. Brown,Brown,A.,MALE,Mr.,57,Chief Operating Officer and Executive Vice President,12/23/1953,,642,12,23,,,,1,1,1,1,,,0
2574,1953,12640810,Jacksonville,CSX CORP,Railroads,FL,41135,Susan,"Susan C. Gordon, CPA","Gordon, CPA",C.,FEMA,Ms.,62,"senior vp, controller & chief accounting officer",1/5/1954,Capricorn,4030,1,5,,,,1,1,1,1,,,0
13714,1954,12485720,New York,CBS CORP,Broadcasting,NY,29708,Willia,"William A. Von Hoene, Jr.","Von Hoene, Jr",A.,MALE,Mr.,62,Chief Strategy Officer and Senior Executive Vice President,1/12/1954,Capricorn,3234,1,12,,,,1,1,1,1,,,0
8539,1954,30161N10,Chicago,EXELON CORP,Electric Utilities,IL,40887,Richar,Richard V. Spencer,Spencer,V.,MALE,Mr.,62,senior vp & chief finance officer,1/18/1954,Capricorn,2737,1,18,,,,1,1,1,1,,,0
163610,1954,45866F10,Atlanta,INTERCONTINENTAL EXCHANGE,Financial Exchanges & Data,GA,33116,Adrian,Adrian T. Dillon,Dillon,T.,MALE,Mr.,62,Chief Financial Officer and Executive Vice President of Finance & Ad,1/21/1954,Aquarius,25,1,21,,,,1,1,1,1,,,0
126554,1954,00846U10,Santa Clara,AGILENT TECHNOLOGIES INC,Life Sciences Tools & Services,CA,20892,Scott,Scott Goldenberg,Goldenberg,,MALE,Mr.,63,Chief Financial Officer and Senior Executive Vice President,1/29/1954,Aquarius,3786,1,29,,,,1,1,1,1,,,0
11672,1954,87254010,Framingham,TJX COMPANIES INC,Apparel Retail,MA,44652,Thomas,"Thomas Jay Leanse, Esq.","Leanse, Esq.",J.,MALE,Mr.,62,"Chief Legal Officer, Senior Executive Vice President and Secretary",2/21/1954,Pisces,2979,2,21,,,,1,1,1,1,,,0
29868,1954,55438210,Santa Monica,MACERICH CO,Retail REITs,CA,44427,James,"James Robert Baio, CPA","Baio, CPA",Rober,MALE,Mr.,62,"former executive vp, chief finance officer & treasurer",2/26/1954,Pisces,1558,2,26,,,,1,1,1,1,,,0
4885,1954,35461310,San Mateo,FRANKLIN RESOURCES INC,Asset Management & Custody Banks,CA,27353,Frank,Frank R. Forrest,Forrest,R.,MALE,Mr.,61,Chief Risk Officer and Executive Vice President,3/9/1954,Pisces,982,3,9,,,,1,1,1,1,,,0
4640,1954,31677310,Cincinnati,FIFTH THIRD BANCORP,Regional Banks,OH,45408,Robert,Robert J. Halliday,Halliday,J.,MALE,Mr.,62,Chief Financial Officer and Senior Vice President,4/11/1954,Aries,2847,4,11,,,,1,1,1,1,,,0
1704,1954,3822210,Santa Clara,APPLIED MATERIALS INC,Semiconductor Equipment,CA,12858,Robert,Roberto Padovani,Padovani,,MALE,Mr.,,executive vp & chief technology officer,4/14/1954,Aries,3645,4,14,,,,1,1,1,1,,,0
24800,1954,74752510,San Diego,QUALCOMM INC,Semiconductors,CA,28971,Nancy,Nancy L. Shanik,Shanik,L.,MALE,Ms.,62,Chief Risk Officer and Group Executive Vice President,4/15/1954,,4981,4,15,,,,1,1,1,1,,,0
21825,1954,17461010,Providence,CITIZENS FINANCIAL GROUP INC,Regional Banks,RI,48753,Merced,Mercedes Johnson,Johnson,,FEMA,Ms.,62,"senior vp-finance, chief finance officer & chief accounting officer",4/24/1954,Taurus,2497,4,24,,,,1,1,1,1,,,0
6565,1954,51280710,Fremont,LAM RESEARCH CORP,Semiconductor Equipment,CA,18576,Peter,Peter Robert Moore,Moore,Rober,MALE,Mr.,62,Chief Competition Officer and  Executive Vice President,5/17/1954,Taurus,3407,5,17,,,,1,1,1,1,,,0
16721,1954,28551210,Redwood City,ELECTRONIC ARTS INC,Home Entertainment Software,CA,33790,Arthur,Arthur P. Beattie,Beattie,P.,MALE,Mr.,62,Chief Financial Officer and Executive Vice President,6/4/1954,Gemini,227,6,4,,,,1,1,1,1,,,0
9850,1954,84258710,Atlanta,SOUTHERN CO,Electric Utilities,GA,41260,Manfre,Manfred Kerschbaum,Kerschbaum,,MALE,Mr.,62,Chief of Staff and Senior Vice President,6/8/1954,Gemini,2272,6,8,,,,1,1,1,1,,,0
1704,1954,3822210,Santa Clara,APPLIED MATERIALS INC,Semiconductor Equipment,CA,32417,John,"John D. Sheehan, CPA","Sheehan, CPA",D.,MALE,Mr.,55,vp & chief restructuring officer,6/22/1954,Cancer,1821,6,22,,,,1,1,1,1,,,0
118122,1954,G2782310,Gillingham,DELPHI AUTOMOTIVE PLC,Auto Parts & Equipment,Un,36296,Franci,"Francis M. Cuss, MB BChir,","Cuss, MB BChi",M.,MALE,Dr.,64,"Chief Scientific Officer, Executive Vice President and Member of Sci",6/25/1954,Cancer,949,6,25,,,,1,1,1,1,,,0
2403,1954,11012210,New York,BRISTOL-MYERS SQUIBB CO,Pharmaceuticals,NY,45375,Willia,William H. Weideman,Weideman,H.,MALE,Mr.,62,Chief Financial Officer and Executive Vice President,6/28/1954,Cancer,3279,6,28,,,,1,1,1,1,,,0
4060,1954,26054310,Midland,DOW CHEMICAL,Diversified Chemicals,MI,38183,Paul,Paul A. Radunz,Radunz,A.,MALE,Mr.,,vp & chief information officer,7/5/1954,Cancer,5097,7,5,,,,1,1,1,1,,,0
65609,1954,12541W20,Eden Prairie,C H ROBINSON WORLDWIDE INC,Air Freight & Logistics,MN,24869,Randy,Randy W. Furr,Furr,W.,MALE,Mr.,62,executive vp & chief finance officer,7/6/1954,Cancer,3516,7,6,,,,1,1,1,1,,,0
12540,1954,00724F10,San Jose,ADOBE SYSTEMS INC,Application Software,CA,8097,Alan,Alan F. Harris,Harris,F.,MALE,Mr.,,executive vp & chief marketing and customer officer,7/6/1954,Cancer,37,7,6,,,,1,1,1,1,,,0
6375,1954,48783610,Battle Creek,KELLOGG CO,Packaged Foods & Meats,MI,18679,Jeffre,Jeffrey S. Shuman,Shuman,S.,MALE,Mr.,62,Chief Human Resources & Administrative Officer and Senior Vice Presi,7/9/1954,Cancer,1703,7,9,,,,1,1,1,1,,,0
5492,1954,41387510,Melbourne,HARRIS CORP,Communications Equipment,FL,30394,Sean,Sean F. Orr,Orr,F.,MALE,Mr.,62,executive vp & chief finance officer,7/15/1954,Cancer,3800,7,15,,,,1,1,1,1,,,0
6136,1954,46069010,New York,INTERPUBLIC GROUP OF COS,Advertising,NY,19107,George,George Reyes,Reyes,,MALE,Mr.,61,former senior vp & chief finance officer,8/4/1954,Leo,1107,8,4,,,,1,1,1,1,,,0
160329,1954,02079K30,Mountain View,ALPHABET INC,Internet Software & Services,CA,29843,Otto,Otto C. Schwethelm,Schwethelm,C.,MALE,Mr.,61,"former senior vp, chief finance officer & treasurer",8/14/1954,Leo,5042,8,14,,,,1,1,1,1,,,0
10466,1954,88160910,San Antonio,TESORO CORP,Oil & Gas Refining & Marketing,TX,33942,Edward,Edward J. Stiften,Stiften,J.,MALE,Mr.,61,former executive vp & chief finance officer,8/30/1954,Virgo,837,8,30,,,,1,1,1,1,,,0
25356,1954,30219G10,Saint Louis,EXPRESS SCRIPTS HOLDING CO,Health Care Services,MO,29773,Aldo,Aldo J. Pagliari,Pagliari,J.,MALE,Mr.,61,Chief Financial Officer and Senior Vice President of Finance,9/8/1954,Virgo,69,9,8,,,,1,1,1,1,,,0
9778,1954,83303410,Kenosha,SNAP-ON INC,Industrial Machinery,WI,40894,Marcia,Marcia E. Backus,Backus,E.,MALE,Ms.,62,"Chief Compliance Officer, Senior Vice President and General Counsel",9/8/1954,Virgo,2287,9,8,,,,1,1,1,1,,,0
8068,1954,67459910,Houston,OCCIDENTAL PETROLEUM CORP,Integrated Oil & Gas,TX,48634,John,John D. Eudy,Eudy,D.,MALE,Mr.,61,Co-Chief Investment Officer and Executive Vice President of Developm,9/9/1954,Virgo,1811,9,9,,,,1,1,1,1,,,0
30293,1954,29717810,San Mateo,ESSEX PROPERTY TRUST,Residential REITs,CA,26554,B.,B. Craig Owens,Owens,Craig,MALE,Mr.,62,"Chief Financial Officer, Chief Administrative Officer and Senior Vic",9/10/1954,Virgo,244,9,10,,,,1,1,1,1,,,0
2663,1954,13442910,Camden,CAMPBELL SOUP CO,Packaged Foods & Meats,NJ,36257,Jeanne,Jeanne M. Moreno,Moreno,M.,FEMA,Ms.,61,Chief Information Officer and Vice President,9/11/1954,Virgo,1632,9,11,,,,1,1,1,1,,,0
9778,1954,83303410,Kenosha,SNAP-ON INC,Industrial Machinery,WI,32554,John,John J. Tracy,Tracy,J.,MALE,Dr.,62,"Chief Technology Officer, Senior Vice President of Operations, Engin",9/20/1954,Virgo,1888,9,20,,,,1,1,1,1,,,0
2285,1954,9702310,Chicago,BOEING CO,Aerospace & Defense,IL,40798,Jonath,"Jonathan T. Lord, M.D.","Lord, M.D.",T.,MALE,Dr.,61,senior vp & chief innovation officer,9/26/1954,Libra,2048,9,26,,,,1,1,1,1,,,0
27914,1954,44485910,Louisville,HUMANA INC,Managed Health Care,KY,21207,James,James F. Pearson,Pearson,F.,MALE,Mr.,62,Chief Financial Officer and Executive Vice President,10/6/1954,Libra,1475,10,6,,,,1,1,1,1,,,0
8099,1954,33793210,Akron,FIRSTENERGY CORP,Electric Utilities,OH,45767,Peter,Peter J. Bocian,Bocian,J.,MALE,Mr.,61,"former executive vp, chief finance officer & chief administrative of",10/25/1954,Scorpio,3381,10,25,,,,1,1,1,1,,,0
25434,1954,85524410,Seattle,STARBUCKS CORP,Restaurants,WA,29115,Alan,Alan J. Dean,Dean,J.,MALE,Mr.,61,"Chief Financial Officer, Executive Vice President and Treasurer",11/24/1954,Sagittarius,41,11,24,,,,1,1,1,1,,,0
184500,1954,12503M10,Chicago,CBOE HOLDINGS INC,Financial Exchanges & Data,IL,42376,Richar,Richard G. Lindner,Lindner,G.,MALE,Mr.,61,"Chief Financial Officer, Principal Accounting Officer and Senior Exe",11/26/1954,18-Jul-53,3607,11,26,,,,1,1,1,1,,,0
9899,1954,00206R10,Dallas,AT&T INC,Integrated Telecommunication Services,TX,30936,Mark,Mark Loughridge,Loughridge,,MALE,Mr.,63,Chief Financial Officer of Finance & Enterprise Transformation and S,12/19/1954,Sagittarius,2377,12,19,,,,1,1,1,1,,,0
6066,1954,45920010,Armonk,INTL BUSINESS MACHINES CORP,IT Consulting & Other Services,NY,29092,John,John F. Killian,Killian,F.,MALE,Mr.,61,Chief Financial Officer and Executive Vice President,12/19/1954,Saggitarius,1845,12,19,,,,1,1,1,1,,,0
2136,1954,92343V10,New York City,VERIZON COMMUNICATIONS INC,Integrated Telecommunication Services,NY,36761,Simon,Simon Ayat,Ayat,,MALE,Mr.,61,Chief Financial Officer and Executive Vice President,12/20/1954,Sagittarius,3833,12,20,,,,1,1,1,1,,,0
9465,1954,80685710,Houston,SCHLUMBERGER LTD,Oil & Gas Equipment & Services,TX,25943,Bruce,Bruce J. Bentcover,Bentcover,J.,MALE,Mr.,62,"corporate vp, chief finance officer & treasurer",12/25/1954,Capricorn,407,12,25,,,,1,1,1,1,,,0
133366,1954,2.82E+14,Irvine,EDWARDS LIFESCIENCES CORP,Health Care Equipment,CA,21421,Theodo,"Theodore R. French, Jr.","French, Jr.",R.,MALE,Mr.,61,"Chief Financial Officer, Executive Vice President, Chairman of Textr",12/29/1954,Capricorn,4085,12,29,,,,1,1,1,1,,,0
10519,1954,88320310,Providence,TEXTRON INC,Aerospace & Defense,RI,10871,Arthur,"Arthur R. Block, Esq.","Block, Esq.",R.,MALE,Mr.,61,"Chief Legal Officer, Senior Vice President, Secretary, General Couns",1/11/1955,Capricorn,229,1,11,,,,1,1,1,1,,,0
3226,1955,20030N10,Philadelphia,COMCAST CORP,Cable & Satellite,PA,35331,Steven,Steven J. Bensinger,Bensinger,J.,MALE,Mr.,61,"former vice chairman, executive vp & chief finance officer",1/12/1955,Capricorn,3968,1,12,,,,1,1,1,1,,,0
1487,1955,2687478,New York,AMERICAN INTERNATIONAL GROUP,Multi-line Insurance,NY,22279,Janet,Janet F. Clark,Clark,F.,FEMA,Ms.,61,"Chief Financial Officer, Executive Vice President and Member of Prox",1/29/1955,Aquarius,1590,1,29,,,,1,1,1,1,,,0
7017,1955,56584910,Houston,MARATHON OIL CORP,Oil & Gas Exploration & Production,TX,14565,Troyen,"Troyen A. Brennan, M.D., M.","Brennan, M.D.",A.,MALE,Dr.,61,Chief Medical Officer and Executive Vice President,2/7/1955,Aquarius,3117,2,7,,,,1,1,1,1,,,0
7241,1955,12665010,Woonsocket,CVS HEALTH CORP,Drug Retail,RI,38423,Michae,Michael John Peninger,Peninger,John,MALE,Mr.,61,Chief Financial Officer and Executive Vice President,2/19/1955,Pisces,2619,2,19,,,,1,1,1,1,,,0
157057,1955,04621X10,New York,ASSURANT INC,Multi-line Insurance,NY,32610,Rebecc,Rebecca Saeger,Saeger,,FEMA,Ms.,61,executive vp & chief marketing officer,2/28/1955,Pisces,3542,2,28,,,,1,1,1,1,,,0
13988,1955,80851310,San Francisco,SCHWAB (CHARLES) CORP,Investment Banking & Brokerage,CA,35289,Freda,"Freda C. Lewis-Hall, M.D.,","Lewis-Hall, M",C.,FEMA,Dr.,61,"Chief Medical Officer, Executive Vice President and Member of Execut",2/28/1955,Pisces,1001,2,28,,,,1,1,1,1,,,0
8530,1955,71708110,New York,PFIZER INC,Pharmaceuticals,NY,37036,Moray,Moray P. Dewhurst,Dewhurst,P.,MALE,Mr.,60,"Vice Chairman, Chief Financial Officer and  Executive Vice President",3/6/1955,Pisces,4963,3,6,,,,1,1,1,1,,,0
4517,1955,65339F10,Juno Beach,NEXTERA ENERGY INC,Electric Utilities,FL,24633,Jeffre,Jeffrey M. Boromisa,Boromisa,M.,MALE,Mr.,,senior vp & chief finance officer,3/9/1955,Pisces,1686,3,9,,,,1,1,1,1,,,0
6375,1955,48783610,Battle Creek,KELLOGG CO,Packaged Foods & Meats,MI,30914,Willia,William M. Rudolphsen,Rudolphsen,M.,MALE,Mr.,61,senior vp & chief risk officer,3/9/1955,Pisces,3317,3,9,,,,1,1,1,1,,,0
11264,1955,93142710,Deerfield,WALGREENS BOOTS ALLIANCE INC,Drug Retail,IL,32298,Marc,Marc G. Naughton,Naughton,G.,MALE,Mr.,61,"Chief Financial Officer, Executive Vice President and Treasurer",3/14/1955,Pisces,2282,3,14,,,,1,1,1,1,,,0
12850,1955,15678210,North Kansas Cit,CERNER CORP,Health Care Technology,MO,31705,Timoth,Timothy R. McLevish,McLevish,R.,MALE,Mr.,61,former senior vp & chief finance officer,3/30/1955,Aries,3079,3,30,,,,1,1,1,1,,,0
5959,1955,G4779110,Swords,INGERSOLL-RAND PLC,Industrial Machinery,Ir,20860,Heinz,Heinz Haller,Haller,,MALE,Mr.,61,"Chief Commercial Officer, Executive Vice President and Member of Bus",3/31/1955,aries,1275,3,31,,,,1,1,1,1,,,0
4060,1955,26054310,Midland,DOW CHEMICAL,Diversified Chemicals,MI,35307,Jeffre,"Jeffrey A. Chodakewitz, M.D","Chodakewitz,",A.,MALE,Dr.,60,Chief Medical Officer and Executive Vice President of Global Medicin,5/10/1955,Taurus,1645,5,10,,,,1,1,1,1,,,0
24344,1955,92532F10,Boston,VERTEX PHARMACEUTICALS INC,Biotechnology,MA,47816,Stephe,Stephen E. Gorman,Gorman,E.,MALE,Mr.,60,Chief Operating Officer and Executive Vice President,5/12/1955,Taurus,3874,5,12,,,,1,1,1,1,,,0
3851,1955,24736170,Atlanta,DELTA AIR LINES INC,Airlines,GA,35973,Gary,"Gary F. Kennedy, Esq.","Kennedy, Esq.",F.,MALE,Mr.,61,"Chief Compliance officer, Senior Vice President, General Counsel, Ch",5/13/1955,Taurus,1047,5,13,,,,1,1,1,1,,,0
1045,1955,02376R10,Fort Worth,AMERICAN AIRLINES GROUP INC,Airlines,TX,28279,Andrew,"Andrew Martin Vesey, BA(Eco","Vesey, BA(Eco",Marti,MALE,Mr.,60,Chief Operating Officer and Executive Vice President,5/14/1955,Taurus,142,5,14,,,,1,1,1,1,,,0
24216,1955,00130H10,Arlington,AES CORP,Independent Power Producers & Energy Trade,VA,40969,Michae,"Michael D. Kubic, CPA","Kubic, CPA",D.,MALE,Mr.,60,"Chief Accounting Officer, Senior Vice President and Corporate Contro",6/12/1955,Gemini,2542,6,12,,,,1,1,1,1,,,0
143974,1955,1858110,Plano,ALLIANCE DATA SYSTEMS CORP,Data Processing & Outsourced Services,TX,40030,Mark,Mark E. Tomkins,Tomkins,E.,MALE,Mr.,,"senior vp, chief finance officer & treasurer",6/20/1955,Gemini,2347,6,20,,,,1,1,1,1,,,0
11228,1955,92916010,Birmingham,VULCAN MATERIALS CO,Construction Materials,AL,21198,Stephe,Stephen E. Sterrett,Sterrett,E.,MALE,Mr.,60,Chief Financial Officer and Senior Executive Vice President,6/26/1955,Cancer,3877,6,26,,,,1,1,1,1,,,0
29389,1955,82880610,Indianapolis,SIMON PROPERTY GROUP INC,Retail REITs,IN,29535,David,David B. Burritt,Burritt,B.,MALE,Mr.,61,"Chief Financial Officer, Vice President and Vice President of Global",6/30/1955,,663,6,30,,,,1,1,1,1,,,0
2817,1955,14912310,Peoria,CATERPILLAR INC,Construction Machinery & Heavy Trucks,IL,31102,Brian,Brian J. Brooks,Brooks,J.,MALE,Mr.,,executive vp & chief talent and human resources officer,7/9/1955,Cancer,359,7,9,,,,1,1,1,1,,,0
6136,1955,46069010,New York,INTERPUBLIC GROUP OF COS,Advertising,NY,26827,Thomas,"Thomas E. O'Hern, CPA","O'Hern, CPA",E.,MALE,Mr.,60,"Chief Financial Officer, Senior Executive Vice President and Treasur",7/14/1955,Cancer,2935,7,14,,,,1,1,1,1,,,0
29868,1955,55438210,Santa Monica,MACERICH CO,Retail REITs,CA,28617,Willia,"William James Scilacci, Jr.","Scilacci, Jr.",James,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,7/20/1955,Cancer,3296,7,20,,,,1,1,1,1,,,0
9846,1955,28102010,Rosemead,EDISON INTERNATIONAL,Electric Utilities,CA,35154,Mark,Mark E. Mlotek,Mlotek,E.,MALE,Mr.,60,"Chief Strategic Officer, Executive Vice President and Director",8/8/1955,Leo,2345,8,8,,,,1,1,1,1,,,0
61494,1955,80640710,Melville,SCHEIN (HENRY) INC,Health Care Distributors,NY,28297,Robert,Robert S. Shapard,Shapard,S.,MALE,Mr.,61,executive vp & chief finance officer,9/22/1955,Virgo,3623,9,22,,,,1,1,1,1,,,0
8539,1955,30161N10,Chicago,EXELON CORP,Electric Utilities,IL,25955,Frank,Frank H. Boykin,Boykin,H.,MALE,Mr.,61,Chief Financial Officer and Vice President of Finance,9/30/1955,Libra,970,9,30,,,,1,1,1,1,,,0
25119,1955,60819010,Calhoun,MOHAWK INDUSTRIES INC,Home Furnishings,GA,31586,Paul,Paul J. Liska,Liska,J.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,10/12/1955,Libra,5125,10,12,,,,1,1,1,1,,,0
7585,1955,62007630,Chicago,MOTOROLA SOLUTIONS INC,Communications Equipment,IL,14484,Thomas,Thomas L. Pajonas,Pajonas,J.,MALE,Mr.,61,Chief Operating Officer and Executive Vice President,10/16/1955,Libra,2994,10,16,,,,1,1,1,1,,,0
4108,1955,34354P10,Irving,FLOWSERVE CORP,Industrial Machinery,TX,30103,Jeffer,Jeffery C. McWey,McWey,C.,MALE,Mr.,,executive vp & chief marketing officer,10/18/1955,Libra,1637,10,18,,,,1,1,1,1,,,0
141913,1955,37940X10,Atlanta,GLOBAL PAYMENTS INC,Data Processing & Outsourced Services,GA,23679,Mark,Mark J. Hawkins,Hawkins,J.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,11/2/1955,Scorpio,2361,11,2,,,,1,1,1,1,,,0
1878,1955,5276910,San Rafael,AUTODESK INC,Application Software,CA,40064,Mark,Mark J. Hawkins,Hawkins,J.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,11/2/1955,Scorpio,2362,11,2,,,,1,1,1,1,,,0
157855,1955,79466L30,San Francisco,SALESFORCE.COM INC,Application Software,CA,40064,Merile,Merilee Raines,Raines,,FEMA,Ms.,60,"Chief Financial Officer, Principal Accounting Officer, Executive Vic",11/4/1955,Scorpio,2499,11,4,,,,1,1,1,1,,,0
24197,1955,45168D10,Westbrook,IDEXX LABS INC,Health Care Equipment,ME,23762,Vasant,Vasant M. Prabhu,Prabhu,M.,MALE,Mr.,56,Chief Financial Officer and Executive Vice President,12/1/1955,Sagittarius,3125,12,1,,,,1,1,1,1,,,0
179534,1955,92826C83,San Francisco,VISA INC,Data Processing & Outsourced Services,CA,21012,Danny,Danny J. Heatly,Heatly,J.,MALE,Mr.,60,Chief Accounting Officer and Senior Vice President of Accounting,12/7/1955,,626,12,7,,,,1,1,1,1,,,0
14934,1955,25179M10,Oklahoma City,DEVON ENERGY CORP,Oil & Gas Exploration & Production,OK,31134,Mary,Mary W. Navarro,Navarro,W.,FEMA,Ms.,60,"Senior Executive Vice President, Retail & Business Banking Director",12/11/1955,Sagittarius,2456,12,11,,,,1,1,1,1,,,0
5786,1955,44615010,Columbus,HUNTINGTON BANCSHARES,Regional Banks,OH,27610,Marsha,Marshall L. Mohr,Mohr,L.,MALE,Mr.,60,Chief Financial Officer and Senior Vice President,12/15/1955,,2411,12,15,,,,1,1,1,1,,,0
136725,1955,4.61E+64,Sunnyvale,INTUITIVE SURGICAL INC,Health Care Equipment,CA,27070,Michae,Michael J. Loughlin,Loughlin,J.,MALE,Mr.,60,Chief Risk Officer and Senior Executive Vice President,12/24/1955,Capricorn,2603,12,24,,,,1,1,1,1,,,0
8007,1955,94974610,San Francisco,WELLS FARGO & CO,Diversified Banks,CA,50487,Randal,Randall E. Mehrberg,Mehrberg,E.,MALE,Mr.,60,"executive vp, chief administrative officer & chief legal officer",12/29/1955,Capricorn,3500,12,29,,,,1,1,1,1,,,0
8539,1955,30161N10,Chicago,EXELON CORP,Electric Utilities,IL,23061,Randal,Randall E. Mehrberg,Mehrberg,E.,MALE,Mr.,60,"President of PSEG Energy Holdings, Chief Operating Officer of PSEG E",12/29/1955,Capricorn,3501,12,29,,,,1,1,1,1,,,0
8810,1955,74457310,Newark,PUBLIC SERVICE ENTRP GRP INC,Multi-Utilities,NJ,23061,Paul,Paul S. Herendeen,Herendeen,S.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,12/31/1955,Capricorn,5147,12,31,,,,1,1,1,1,,,0
13721,1955,98978V10,Parsippany,ZOETIS INC,Pharmaceuticals,NJ,46986,James,James A. Rasulo,Rasulo,A.,MALE,Mr.,60,Chief Financial Officer and Senior Executive Vice President,1/1/1956,Month Range,1417,1,1,,,,1,1,1,1,,,0
3980,1956,25468710,Burbank,DISNEY (WALT) CO,Movies & Entertainment,CA,40820,Norber,"Norbert W. Bischofberger, P",Bischofberger,W.,MALE,Dr.,60,Chief Scientific Officer and Executive Vice President of Research &,1/10/1956,Capricorn,5022,1,10,,,,1,1,1,1,,,0
24856,1956,37555810,Foster City,GILEAD SCIENCES INC,Biotechnology,CA,17645,Jody,Jody H. Feragen,Feragen,H.,FEMA,Ms.,60,"Chief Financial Officer, Executive Vice President, Director and Memb",1/26/1956,Aquarius,1755,1,26,,,,1,1,1,1,,,0
5709,1956,44045210,Austin,HORMEL FOODS CORP,Packaged Foods & Meats,MN,32329,Glenn,"Glenn A. Culpepper, CPA, BA","Culpepper, CP",A.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,1/29/1956,Aquarius,1153,1,29,,,,1,1,1,1,,,0
112168,1956,76075910,Phoenix,REPUBLIC SERVICES INC,Environmental & Facilities Services,AZ,46020,Hans,Hans Peter Hasler,Hasler,Peter,MALE,Mr.,60,"Chief Operating Officer, Head of International and Executive Vice Pr",2/2/1956,aquarius,1248,2,2,,,,1,1,1,1,,,0
24468,1956,09062X10,Cambridge,BIOGEN INC,Biotechnology,MA,24749,Richar,Richard K. Reece,Reece,K.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,2/13/1956,Aquarius,2699,2,13,,,,1,1,1,1,,,0
146017,1956,00508Y10,Atlanta,ACUITY BRANDS INC,Electrical Components & Equipment,GA,13153,Teresa,Teresa S. Madden,Madden,S.,FEMA,Ms.,60,Chief Financial Officer and Executive Vice President,2/13/1956,Aquarius,4066,2,13,,,,1,1,1,1,,,0
7977,1956,98389B10,Minneapolis,XCEL ENERGY INC,Electric Utilities,MN,42587,Jon,Jon P. Marten,Marten,P.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President of Finance & Ad,2/17/1956,Aquarius,2028,2,17,,,,1,1,1,1,,,0
8358,1956,70109410,Cleveland,PARKER-HANNIFIN CORP,Industrial Machinery,OH,42127,Michae,Michael W. Towe,Towe,W.,MALE,Mr.,,former vp & chief finance officer,2/21/1956,Pisces,4932,2,21,,,,1,1,1,1,,,0
24925,1956,77669610,Sarasota,ROPER TECHNOLOGIES INC,Industrial Conglomerates,FL,30003,Mark,"Mark A. Wallace, CPA","Wallace, CPA",A.,MALE,Mr.,59,"Chief Financial Officer, Executive Vice President and Treasurer",2/24/1956,Pisces,2329,2,24,,,,1,1,1,1,,,0
13125,1956,40414L10,Irvine,HCP INC,Health Care REITs,CA,33986,Thomas,Thomas K. Whitford,Whitford,J.,MALE,Mr.,,executive vp & chief risk officer,3/8/1956,Pisces,2984,3,8,,,,1,1,1,1,,,0
8245,1956,69347510,Pittsburgh,PNC FINANCIAL SVCS GROUP INC,Regional Banks,PA,18681,Daniel,Daniel J. Heinrich,Heinrich,J.,MALE,Mr.,60,Chief Financial officer and Executive Vice President,3/11/1956,,591,3,11,,,,1,1,1,1,,,0
3121,1956,18905410,Oakland,CLOROX CO/DE,Household Products,CA,27221,Richar,Richard A. Galanti,Galanti,A.,MALE,Mr.,60,"Chief Financial Officer, Executive Vice President and Director",3/16/1956,Pisces,3566,3,16,,,,1,1,1,1,,,0
29028,1956,22160K10,Issaquah,COSTCO WHOLESALE CORP,Hypermarkets & Super Centers,WA,12267,Peter,"Peter N. Kellogg, BSE, MBA","Kellogg, BSE,",N.,MALE,Mr.,60,former executive vp-finance & chief finance officer,3/20/1956,Pisces,3402,3,20,,,,1,1,1,1,,,0
